id,route,flight_class,days_to_departure,total_seats,booked_seats,remaining_seats,current_price,base_fare,booking_date,time_of_day,day_of_week,is_weekend,is_holiday_window,petrol_price,diesel_price,usd_to_pkr,competitor_min_price,competitor_avg_price,price_vs_competitor_ratio,competitor_data_is_real,demand_ratio
54096,KHI-LHE,Economy,12,180,38,142,18761.87,14965.685953399905,2026-07-01,0,0,0,0,330.6928306818728,375.5390818535048,268.47995424860716,7485.0,8569.0,2.189505193138056,True,0.2111111111111111
54097,KHI-PEW,Business,44,180,111,69,32167.87,42737.64187978142,2026-07-01,1,4,0,1,340.9262249602306,390.6958969871969,287.41189621123556,,,,False,0.6166666666666667
54098,KHI-DXB,Business,32,180,85,95,89775.5,110639.33540295118,2026-07-01,2,6,1,0,331.5716381341822,381.27757697224104,286.0112366923091,,,,False,0.4722222222222222
54099,KHI-ISB,Business,7,180,31,149,47346.29,42435.13461851475,2026-07-01,3,2,0,0,345.16587224122134,380.7927477719038,281.6596915169112,7432.0,29077.333333333332,1.6282885867571535,True,0.17222222222222222
54100,KHI-PEW,Business,75,180,72,108,52406.61,42737.64187978142,2026-07-01,4,0,0,0,335.0796391930672,387.92651529058634,272.1033431141707,,,,False,0.4
54101,KHI-LHE,Business,31,180,60,120,38071.39,42157.36867324561,2026-07-01,5,5,1,0,330.81451152053063,373.68855158505977,283.8204089089637,7485.0,8569.0,4.442920994281713,True,0.3333333333333333
54102,KHI-PEW,Economy,16,180,42,138,16023.55,14966.173412276461,2026-07-01,6,4,0,0,337.61643528587854,374.69114885895806,270.4823721884019,,,,False,0.23333333333333334
54103,KHI-LHE,Economy,42,180,109,71,18569.67,14965.685953399905,2026-07-01,7,2,0,1,341.83951709704485,384.7254530007603,279.19129560263593,7485.0,8569.0,2.167075504726339,True,0.6055555555555555
54104,KHI-DXB,Business,58,180,117,63,92254.14,110639.33540295118,2026-07-01,8,4,0,0,329.4591572101945,376.2598701963213,271.6793058688689,,,,False,0.65
54105,KHI-LHE,Economy,75,180,82,98,11754.61,14965.685953399905,2026-07-01,9,0,0,0,326.42464860138335,388.91347818529283,283.39575683850086,7485.0,8569.0,1.3717598319523865,True,0.45555555555555555
54106,KHI-PEW,Economy,15,180,74,106,16053.71,14966.173412276461,2026-07-01,10,3,0,0,338.2470673026939,379.23260856537416,287.0101738442739,,,,False,0.4111111111111111
54107,KHI-ISB,Economy,9,180,62,118,18415.6,14814.069359582543,2026-07-01,11,4,0,0,343.5173546343214,385.9215731336061,286.5696066931509,7432.0,29077.333333333332,0.6333318048422597,True,0.34444444444444444
54108,KHI-LHE,Business,65,180,53,127,44049.88,42157.36867324561,2026-07-01,12,4,0,1,327.56760259268606,380.8597838192828,274.07234847524825,7485.0,8569.0,5.140609172598903,True,0.29444444444444445
54109,KHI-LHE,Economy,39,180,130,50,13006.63,14965.685953399905,2026-07-01,13,6,1,0,327.9438988518551,390.81971829167435,278.40157039694117,7485.0,8569.0,1.5178702298984712,True,0.7222222222222222
54110,KHI-DXB,Business,20,180,76,104,112755.31,110639.33540295118,2026-07-01,14,1,0,0,332.17040683814974,376.3259193182891,268.9893279615446,,,,False,0.4222222222222222
54111,KHI-PEW,Economy,74,180,116,64,15186.26,14966.173412276461,2026-07-01,15,6,1,0,331.11577136096605,377.74843857711795,268.29013640159303,,,,False,0.6444444444444445
54112,KHI-PEW,Economy,18,180,67,113,17349.41,14966.173412276461,2026-07-01,16,6,1,0,331.27458622694735,385.95530597044217,273.54440798649557,,,,False,0.37222222222222223
54113,KHI-ISB,Business,32,180,96,84,32325.89,42435.13461851475,2026-07-01,17,6,1,0,335.4943208676686,382.10236813583344,275.5686602790763,7432.0,29077.333333333332,1.1117212720102714,True,0.5333333333333333
54114,KHI-LHE,Economy,51,180,28,152,17903.81,14965.685953399905,2026-07-01,18,4,0,0,339.0806814186428,376.28538526065455,269.5570323505373,7485.0,8569.0,2.0893698214494107,True,0.15555555555555556
54115,LHE-ISB,Economy,14,180,100,80,15208.84,15096.179715825576,2026-07-01,19,2,0,0,334.2530599907302,382.34236457011497,285.39035365694644,,,,False,0.5555555555555556
54116,KHI-DXB,Business,4,180,93,87,80163.64,110639.33540295118,2026-07-01,20,6,1,0,341.2767126760006,377.85032958718654,270.0678463898222,,,,False,0.5166666666666667
54117,KHI-PEW,Business,14,180,129,51,39793.88,42737.64187978142,2026-07-01,21,2,0,0,331.14517754991283,391.0558889109551,282.8042332231063,,,,False,0.7166666666666667
54118,KHI-ISB,Economy,22,180,20,160,20487.0,14814.069359582543,2026-07-01,22,3,0,0,326.46900495490127,390.1566231060743,286.5970678760934,7432.0,29077.333333333332,0.7045694240645635,True,0.1111111111111111
54119,KHI-DXB,Economy,7,180,45,135,47192.16,44837.94581975072,2026-07-01,23,2,0,0,335.26168498747194,389.67314965988476,278.8607562643442,,,,False,0.25
54120,KHI-ISB,Economy,4,180,145,35,9143.58,14814.069359582543,2026-07-01,0,6,1,0,327.8635422376321,385.8256082980419,281.3338464899605,7432.0,29077.333333333332,0.31445730924431403,True,0.8055555555555556
54121,KHI-ISB,Economy,41,180,153,27,11202.06,14814.069359582543,2026-07-01,1,1,0,0,328.977510448556,384.78408388181555,284.23454110228334,7432.0,29077.333333333332,0.3852505961115187,True,0.85
54122,KHI-LHE,Business,40,180,85,95,52529.07,42157.36867324561,2026-07-01,2,0,0,0,344.47120230472444,382.8507512114163,276.26909547657544,7485.0,8569.0,6.1301283697047495,True,0.4722222222222222
54123,KHI-DXB,Business,17,180,70,110,131239.52,110639.33540295118,2026-07-01,3,5,1,0,329.56520729189947,377.14818714030787,286.9649069994814,,,,False,0.3888888888888889
54124,KHI-ISB,Business,3,180,65,115,50949.0,42435.13461851475,2026-07-01,4,5,1,0,332.7583580983383,374.2277929169634,280.18440824718414,7432.0,29077.333333333332,1.7521895634629494,True,0.3611111111111111
54125,KHI-ISB,Economy,61,180,20,160,20704.42,14814.069359582543,2026-07-01,5,0,0,0,344.617539917075,383.99705523162476,274.8339831135498,7432.0,29077.333333333332,0.7120467259721203,True,0.1111111111111111
54126,KHI-DXB,Economy,28,180,80,100,41199.08,44837.94581975072,2026-07-01,6,2,0,0,343.86303163573285,382.52309156784054,274.85741886150686,,,,False,0.4444444444444444
54127,KHI-PEW,Economy,32,180,69,111,17999.33,14966.173412276461,2026-07-01,7,6,1,0,338.54581020190375,392.9761970165196,287.05236873137443,,,,False,0.38333333333333336
54128,KHI-DXB,Economy,43,180,60,120,54732.95,44837.94581975072,2026-07-01,8,3,0,1,333.39751436742876,383.0010475645963,278.36506921011625,,,,False,0.3333333333333333
54129,KHI-ISB,Economy,23,180,24,156,19337.95,14814.069359582543,2026-07-01,9,4,0,0,336.4688705116697,389.7299223562783,283.2686761720893,7432.0,29077.333333333332,0.6650523890315481,True,0.13333333333333333
54130,KHI-ISB,Business,35,180,172,8,26483.12,42435.13461851475,2026-07-01,10,2,0,0,338.96798482616384,377.1750106091095,280.282556214545,7432.0,29077.333333333332,0.9107822817314747,True,0.9555555555555556
54131,KHI-PEW,Business,41,180,94,86,34429.9,42737.64187978142,2026-07-01,11,1,0,0,338.9136942513277,385.58668054507433,271.6939579824439,,,,False,0.5222222222222223
54132,KHI-DXB,Economy,23,180,104,76,38580.36,44837.94581975072,2026-07-01,12,4,0,0,331.8840202131357,385.68528232367646,276.4858638184064,,,,False,0.5777777777777777
54133,KHI-DXB,Business,31,180,108,72,111284.98,110639.33540295118,2026-07-01,13,5,1,0,340.9982698858166,390.65529150279633,269.74932246016107,,,,False,0.6
54134,KHI-ISB,Business,36,180,90,90,57381.96,42435.13461851475,2026-07-01,14,3,0,0,334.88046232433135,380.64165836173237,287.5808912398264,7432.0,29077.333333333332,1.9734258070432869,True,0.5
54135,KHI-LHE,Economy,51,180,103,77,12612.03,14965.685953399905,2026-07-01,15,4,0,0,342.45652184547225,377.93985973839386,280.13119837336086,7485.0,8569.0,1.4718205158128137,True,0.5722222222222222
54136,KHI-DXB,Business,14,180,108,72,128754.19,110639.33540295118,2026-07-01,16,2,0,0,325.9886592422014,388.21476324118515,271.56971976132536,,,,False,0.6
54137,KHI-ISB,Business,35,180,135,45,41026.54,42435.13461851475,2026-07-01,17,2,0,0,332.4752126343397,391.372457187423,270.2042189154096,7432.0,29077.333333333332,1.4109457538517975,True,0.75
54138,LHE-ISB,Business,38,180,112,68,44188.5,42494.91089800444,2026-07-01,18,5,1,0,325.8570993313412,374.81366173131767,268.47708849260334,,,,False,0.6222222222222222
54139,KHI-ISB,Economy,83,180,55,125,19371.63,14814.069359582543,2026-07-01,19,1,0,0,331.8117688511704,379.0058560066445,281.96111624425635,7432.0,29077.333333333332,0.6662106795671314,True,0.3055555555555556
54140,KHI-LHE,Economy,80,180,149,31,12317.61,14965.685953399905,2026-07-01,20,5,1,0,329.218830276056,390.8660093950384,271.4000156453423,7485.0,8569.0,1.4374617808379042,True,0.8277777777777777
54141,KHI-LHE,Economy,66,180,99,81,16760.87,14965.685953399905,2026-07-01,21,5,1,1,343.66420692834834,383.41420294018627,280.77366344705115,7485.0,8569.0,1.9559890302252303,True,0.55
54142,KHI-LHE,Economy,11,180,66,114,20521.85,14965.685953399905,2026-07-01,22,6,1,0,341.77638458502605,382.29744953980037,282.0546358195794,7485.0,8569.0,2.3948943867429104,True,0.36666666666666664
54143,KHI-ISB,Economy,33,180,111,69,8443.7,14814.069359582543,2026-07-01,23,0,0,0,334.1210628051713,383.36898057965465,284.54194648601606,7432.0,29077.333333333332,0.29038770176082174,True,0.6166666666666667
54144,KHI-LHE,Economy,1,180,163,17,9020.76,14965.685953399905,2026-07-01,0,3,0,0,330.5112267746726,377.57925801229686,270.55378008374754,7485.0,8569.0,1.0527202707433774,True,0.9055555555555556
54145,KHI-DXB,Business,7,180,119,61,94499.23,110639.33540295118,2026-07-01,1,2,0,0,341.56340021947585,389.37713271455,274.82570605469135,,,,False,0.6611111111111111
54146,KHI-DXB,Business,46,180,105,75,89523.3,110639.33540295118,2026-07-01,2,6,1,1,331.76600545869564,374.3733552444481,276.12353229811873,,,,False,0.5833333333333334
54147,LHE-ISB,Economy,1,180,78,102,15360.56,15096.179715825576,2026-07-01,3,3,0,0,337.9772533598235,393.2437244398651,275.8533558827215,,,,False,0.43333333333333335
54148,KHI-ISB,Economy,23,180,87,93,13178.89,14814.069359582543,2026-07-01,4,4,0,0,338.676610823762,384.90471295935833,280.37348282053995,7432.0,29077.333333333332,0.4532358538151137,True,0.48333333333333334
54149,KHI-ISB,Economy,4,180,27,153,20492.04,14814.069359582543,2026-07-01,5,6,1,0,328.92151867955766,384.14534259763036,275.79439147169046,7432.0,29077.333333333332,0.7047427549523111,True,0.15
54150,KHI-LHE,Economy,32,180,96,84,18345.68,14965.685953399905,2026-07-01,6,6,1,0,341.1309613527671,387.05169417022205,287.42438733568326,7485.0,8569.0,2.140935931847357,True,0.5333333333333333
54151,KHI-PEW,Business,35,180,72,108,55233.55,42737.64187978142,2026-07-01,7,2,0,0,332.53437304789145,389.57819871125446,273.68099141786746,,,,False,0.4
54152,KHI-DXB,Economy,36,180,132,48,44904.21,44837.94581975072,2026-07-01,8,3,0,0,334.10116235954604,390.57777674835916,282.5179101349159,,,,False,0.7333333333333333
54153,KHI-PEW,Economy,28,180,109,71,17998.68,14966.173412276461,2026-07-01,9,2,0,0,339.92585544661347,392.3822823302012,279.6083602736087,,,,False,0.6055555555555555
54154,LHE-ISB,Economy,39,180,55,125,18610.53,15096.179715825576,2026-07-01,10,6,1,0,333.1862737260729,380.727665604846,278.1615746978716,,,,False,0.3055555555555556
54155,KHI-ISB,Economy,3,180,51,129,20986.55,14814.069359582543,2026-07-01,11,5,1,0,326.4143396877146,374.3079575404171,278.53251770704486,7432.0,29077.333333333332,0.7217494726705797,True,0.2833333333333333
54156,LHE-ISB,Economy,41,180,95,85,16691.56,15096.179715825576,2026-07-01,12,1,0,0,340.3882157250787,384.68700679842635,276.19156761971783,,,,False,0.5277777777777778
54157,KHI-LHE,Business,39,180,105,75,54094.42,42157.36867324561,2026-07-01,13,6,1,0,342.0878349241775,384.3498467750588,285.3490139544132,7485.0,8569.0,6.312804294550122,True,0.5833333333333334
54158,LHE-ISB,Business,29,180,143,37,32377.9,42494.91089800444,2026-07-01,14,3,0,0,337.856981338815,383.0878724429436,272.7491900742234,,,,False,0.7944444444444444
54159,KHI-PEW,Business,80,180,119,61,40030.18,42737.64187978142,2026-07-01,15,5,1,0,338.72741147909284,390.307293794262,283.7820569765919,,,,False,0.6611111111111111
54160,LHE-ISB,Economy,38,180,165,15,9299.55,15096.179715825576,2026-07-01,16,5,1,0,343.6760980499711,381.8412965484435,268.3495026670467,,,,False,0.9166666666666666
54161,KHI-ISB,Economy,51,180,68,112,15148.76,14814.069359582543,2026-07-01,17,4,0,0,333.68906048644186,378.90096466838,282.8298390225103,7432.0,29077.333333333332,0.5209817498165811,True,0.37777777777777777
54162,KHI-PEW,Economy,4,180,117,63,15074.32,14966.173412276461,2026-07-01,18,6,1,0,343.7397359761707,387.2814051909755,276.1555084943153,,,,False,0.65
54163,LHE-ISB,Economy,14,180,75,105,21845.26,15096.179715825576,2026-07-01,19,2,0,0,328.3335496451377,376.3423709078925,276.8325389613056,,,,False,0.4166666666666667
54164,KHI-DXB,Economy,52,180,76,104,44774.51,44837.94581975072,2026-07-01,20,5,1,0,345.17971874390525,380.11715379273744,284.6629231325702,,,,False,0.4222222222222222
54165,KHI-LHE,Economy,44,180,55,125,20630.0,14965.685953399905,2026-07-01,21,4,0,1,335.06224581876444,383.2855706373208,285.1729625996246,7485.0,8569.0,2.4075154627144357,True,0.3055555555555556
54166,KHI-LHE,Business,5,180,146,34,31943.6,42157.36867324561,2026-07-01,22,0,0,0,327.16630714686846,392.80863778881,283.12462878566686,7485.0,8569.0,3.727809546038044,True,0.8111111111111111
54167,KHI-ISB,Economy,54,180,110,70,13356.34,14814.069359582543,2026-07-01,23,0,0,1,332.63124443417905,390.8139620675356,272.5043774229434,7432.0,29077.333333333332,0.4593385454878944,True,0.6111111111111112
54168,KHI-PEW,Business,33,180,80,100,59613.85,42737.64187978142,2026-07-01,0,0,0,0,335.77816576695193,391.7269274370344,280.2506696173702,,,,False,0.4444444444444444
54169,LHE-ISB,Business,39,180,109,71,32412.96,42494.91089800444,2026-07-01,1,6,1,0,343.0163144496946,374.928981614807,274.3569482659796,,,,False,0.6055555555555555
54170,LHE-ISB,Economy,31,180,58,122,22691.57,15096.179715825576,2026-07-01,2,5,1,0,339.7725200484882,381.0940675778248,277.6593091040272,,,,False,0.32222222222222224
54171,KHI-DXB,Business,53,180,144,36,93562.47,110639.33540295118,2026-07-01,3,6,1,1,344.0957000573512,379.5669698565517,270.3609665658836,,,,False,0.8
54172,KHI-LHE,Economy,27,180,20,160,21052.06,14965.685953399905,2026-07-01,4,1,0,0,333.63080256227414,381.79952381892093,275.8945870340728,7485.0,8569.0,2.456769751429572,True,0.1111111111111111
54173,LHE-ISB,Economy,48,180,81,99,12815.78,15096.179715825576,2026-07-01,5,1,0,0,333.804864668198,381.46592254643963,287.68887122360184,,,,False,0.45
54174,LHE-ISB,Business,5,180,59,121,48574.16,42494.91089800444,2026-07-01,6,0,0,0,337.86415539267733,383.52450278199586,282.1645062717866,,,,False,0.3277777777777778
54175,KHI-PEW,Economy,7,180,174,6,8601.8,14966.173412276461,2026-07-01,7,2,0,0,326.72499418212146,380.1059168882094,269.48847353854677,,,,False,0.9666666666666667
54176,LHE-ISB,Economy,14,180,91,89,21492.41,15096.179715825576,2026-07-01,8,2,0,0,336.4785083317248,384.3028732658077,283.33877574451856,,,,False,0.5055555555555555
54177,LHE-ISB,Business,71,180,125,55,39602.74,42494.91089800444,2026-07-01,9,3,0,0,328.1563424227922,388.71195554976737,285.34511652937726,,,,False,0.6944444444444444
54178,KHI-DXB,Economy,18,180,128,52,42952.67,44837.94581975072,2026-07-01,10,6,1,0,332.208091029323,380.21335389139205,277.3943060832549,,,,False,0.7111111111111111
54179,KHI-PEW,Economy,65,180,104,76,14712.96,14966.173412276461,2026-07-01,11,4,0,1,329.78644385830387,387.0377896333843,271.4066784183661,,,,False,0.5777777777777777
54180,KHI-DXB,Economy,55,180,50,130,43449.25,44837.94581975072,2026-07-01,12,1,0,1,328.870016689679,383.0339651120993,280.63134752427646,,,,False,0.2777777777777778
54181,KHI-PEW,Business,56,180,95,85,41310.95,42737.64187978142,2026-07-01,13,2,0,1,337.58647684915144,384.8326230658439,268.98623737969024,,,,False,0.5277777777777778
54182,KHI-ISB,Economy,43,180,40,140,20081.08,14814.069359582543,2026-07-01,14,3,0,1,329.9790795247785,381.0223169347356,275.53914865299004,7432.0,29077.333333333332,0.6906094093910492,True,0.2222222222222222
54183,KHI-ISB,Economy,60,180,38,142,21624.86,14814.069359582543,2026-07-01,15,6,1,0,337.7776680422354,393.3255323150809,275.61532640947894,7432.0,29077.333333333332,0.7437016232575202,True,0.2111111111111111
54184,KHI-PEW,Business,59,180,113,67,25957.91,42737.64187978142,2026-07-01,16,5,1,0,327.8216396436125,388.1661810957003,269.77369064382475,,,,False,0.6277777777777778
54185,LHE-ISB,Economy,34,180,85,95,13029.13,15096.179715825576,2026-07-01,17,1,0,0,338.51893232911203,383.96153559705976,271.89097339729335,,,,False,0.4722222222222222
54186,LHE-ISB,Economy,10,180,139,41,9467.32,15096.179715825576,2026-07-01,18,5,1,0,344.2921349460314,386.71150234848915,269.99730928872606,,,,False,0.7722222222222223
54187,KHI-DXB,Business,47,180,80,100,106078.08,110639.33540295118,2026-07-01,19,0,0,0,334.5572006975656,381.1384964248487,268.8821580424663,,,,False,0.4444444444444444
54188,KHI-LHE,Business,54,180,100,80,24649.65,42157.36867324561,2026-07-01,20,0,0,1,343.7954421952119,380.21338793600705,285.9074874344068,7485.0,8569.0,2.876607538802661,True,0.5555555555555556
54189,KHI-ISB,Economy,26,180,37,143,19962.9,14814.069359582543,2026-07-01,21,0,0,0,338.43899202008583,389.2631082385121,280.9148635585143,7432.0,29077.333333333332,0.6865450752017609,True,0.20555555555555555
54190,KHI-ISB,Business,9,180,40,140,57713.93,42435.13461851475,2026-07-01,22,4,0,0,332.4053679628712,384.2437501483021,286.02375569574224,7432.0,29077.333333333332,1.9848426036316948,True,0.2222222222222222
54191,KHI-ISB,Economy,48,180,74,106,17884.28,14814.069359582543,2026-07-01,23,1,0,0,328.5838000960184,384.3780166193319,274.77104230886493,7432.0,29077.333333333332,0.6150591526045488,True,0.4111111111111111
54192,KHI-ISB,Economy,56,180,93,87,17405.73,14814.069359582543,2026-07-01,0,2,0,1,336.8510552225863,384.9209577631796,268.53588448724815,7432.0,29077.333333333332,0.5986013160308143,True,0.5166666666666667
54193,KHI-ISB,Economy,54,180,79,101,19250.7,14814.069359582543,2026-07-01,1,0,0,1,341.02360690456163,381.8505526280207,281.823638321116,7432.0,29077.333333333332,0.6620517699926632,True,0.4388888888888889
54194,KHI-LHE,Business,30,180,72,108,48355.23,42157.36867324561,2026-07-01,2,4,0,0,328.96044462761563,380.30374285635435,285.96259509858834,7485.0,8569.0,5.643042362002568,True,0.4
54195,KHI-LHE,Economy,34,180,53,127,20168.26,14965.685953399905,2026-07-01,3,1,0,0,329.09067965609466,390.8129291447046,273.3819708348467,7485.0,8569.0,2.353630528649784,True,0.29444444444444445
54196,LHE-ISB,Economy,16,180,74,106,11079.18,15096.179715825576,2026-07-01,4,4,0,0,336.9062666625225,386.8339204087064,274.6156754103042,,,,False,0.4111111111111111
54197,KHI-ISB,Economy,42,180,20,160,20268.44,14814.069359582543,2026-07-01,5,2,0,1,343.0071099753691,386.207112467497,275.9661556276997,7432.0,29077.333333333332,0.6970529163609684,True,0.1111111111111111
54198,KHI-DXB,Business,27,180,88,92,88452.34,110639.33540295118,2026-07-01,6,1,0,0,326.7231016932081,387.9852369395405,270.7923950564737,,,,False,0.4888888888888889
54199,KHI-PEW,Economy,61,180,20,160,19365.61,14966.173412276461,2026-07-01,7,0,0,0,335.22449184270647,388.86800158845045,274.31616737636716,,,,False,0.1111111111111111
54200,KHI-DXB,Economy,50,180,59,121,53103.33,44837.94581975072,2026-07-01,8,3,0,0,342.6777168427292,387.0090115962873,282.1163740829046,,,,False,0.3277777777777778
54201,KHI-DXB,Economy,46,180,33,147,49441.86,44837.94581975072,2026-07-01,9,6,1,1,340.7180180571991,386.7824676747823,280.19924070634477,,,,False,0.18333333333333332
54202,KHI-ISB,Economy,27,180,118,62,16878.18,14814.069359582543,2026-07-01,10,1,0,0,334.48474641848634,374.7319989538083,287.60769143201895,7432.0,29077.333333333332,0.5804583180484226,True,0.6555555555555556
54203,KHI-LHE,Business,36,180,109,71,40898.8,42157.36867324561,2026-07-01,11,3,0,0,343.03052279052775,379.9492179883663,280.9572800511439,7485.0,8569.0,4.772878982378341,True,0.6055555555555555
54204,KHI-LHE,Business,30,180,47,133,44124.78,42157.36867324561,2026-07-01,12,4,0,0,344.120612159712,379.23830750523155,268.3240404118908,7485.0,8569.0,5.14934998249504,True,0.2611111111111111
54205,KHI-LHE,Economy,1,180,82,98,10630.12,14965.685953399905,2026-07-01,13,3,0,0,343.7901039908047,388.833099145122,271.6764507302278,7485.0,8569.0,1.2405321507760534,True,0.45555555555555555
54206,KHI-DXB,Economy,42,180,140,40,37018.49,44837.94581975072,2026-07-01,14,2,0,1,326.52577866089666,381.6050284751016,270.26883276487877,,,,False,0.7777777777777778
54207,LHE-ISB,Economy,48,180,85,95,18635.64,15096.179715825576,2026-07-01,15,1,0,0,331.9777818865435,390.1379650213835,287.5848130405247,,,,False,0.4722222222222222
54208,KHI-DXB,Economy,50,180,140,40,39968.71,44837.94581975072,2026-07-01,16,3,0,0,338.9144201386284,375.5679251810708,287.6190251063045,,,,False,0.7777777777777778
54209,LHE-ISB,Economy,14,180,147,33,12040.82,15096.179715825576,2026-07-01,17,2,0,0,328.49280351436505,384.8522113095844,284.08865183621117,,,,False,0.8166666666666667
54210,KHI-LHE,Business,78,180,121,59,44570.98,42157.36867324561,2026-07-01,18,3,0,0,329.08650070574623,378.6766060927528,270.87908266030684,7485.0,8569.0,5.201421402730774,True,0.6722222222222223
54211,KHI-LHE,Economy,14,180,39,141,17970.2,14965.685953399905,2026-07-01,19,2,0,0,331.1703426201079,383.48500293925713,285.2195928412395,7485.0,8569.0,2.097117516629712,True,0.21666666666666667
54212,KHI-PEW,Business,30,180,32,148,53970.74,42737.64187978142,2026-07-01,20,4,0,0,338.2072480941731,382.12231976498185,272.6135875067279,,,,False,0.17777777777777778
54213,KHI-ISB,Economy,74,180,29,151,20473.59,14814.069359582543,2026-07-01,21,6,1,0,335.4735350125302,385.00450925252227,277.15820543220593,7432.0,29077.333333333332,0.7041082400953779,True,0.16111111111111112
54214,KHI-PEW,Economy,15,180,80,100,16855.68,14966.173412276461,2026-07-01,22,3,0,0,328.23883908519485,377.91420414919736,270.9553715150411,,,,False,0.4444444444444444
54215,LHE-ISB,Economy,61,180,42,138,20608.76,15096.179715825576,2026-07-01,23,0,0,0,325.76210596959925,391.3030543358531,282.10147652530236,,,,False,0.23333333333333334
54216,LHE-ISB,Economy,2,180,76,104,13621.15,15096.179715825576,2026-07-01,0,4,0,0,333.1507728271134,378.3967432097701,278.65606012689915,,,,False,0.4222222222222222
54217,LHE-ISB,Economy,5,180,20,160,21311.62,15096.179715825576,2026-07-01,1,0,0,0,342.9767887710373,388.8414920947878,275.7133651206104,,,,False,0.1111111111111111
54218,LHE-ISB,Economy,24,180,107,73,9938.63,15096.179715825576,2026-07-01,2,5,1,0,328.1960525945997,376.0479213788116,284.6703420033844,,,,False,0.5944444444444444
54219,KHI-PEW,Economy,22,180,70,110,20233.85,14966.173412276461,2026-07-01,3,3,0,0,341.917569739043,374.55155508278426,277.60960268929466,,,,False,0.3888888888888889
54220,KHI-PEW,Economy,18,180,82,98,20671.96,14966.173412276461,2026-07-01,4,6,1,0,332.7859728203319,392.86039844434805,282.05041817898564,,,,False,0.45555555555555555
54221,LHE-ISB,Business,34,180,34,146,62279.98,42494.91089800444,2026-07-01,5,1,0,0,325.8007599393023,387.6015714273746,277.4694232377865,,,,False,0.18888888888888888
54222,KHI-PEW,Business,10,180,41,139,57426.27,42737.64187978142,2026-07-01,6,5,1,0,335.86521250690714,376.66354145413493,271.5125833495577,,,,False,0.22777777777777777
54223,KHI-ISB,Economy,23,180,134,46,8794.57,14814.069359582543,2026-07-01,7,4,0,0,338.6410835944115,385.83056765860994,280.3366432096058,7432.0,29077.333333333332,0.3024544891782832,True,0.7444444444444445
54224,KHI-ISB,Economy,32,180,106,74,15469.92,14814.069359582543,2026-07-01,8,6,1,0,342.376287578271,377.1367151379468,272.6528600986777,7432.0,29077.333333333332,0.5320267791636097,True,0.5888888888888889
54225,KHI-ISB,Economy,11,180,130,50,12506.53,14814.069359582543,2026-07-01,9,6,1,0,336.6109895959644,377.4123167010961,272.8616008855298,7432.0,29077.333333333332,0.4301126880044021,True,0.7222222222222222
54226,KHI-ISB,Business,55,180,52,128,46347.81,42435.13461851475,2026-07-01,10,1,0,1,330.7969225191546,389.7469103698292,276.30369501265545,7432.0,29077.333333333332,1.593949811995598,True,0.28888888888888886
54227,KHI-DXB,Business,56,180,108,72,88673.36,110639.33540295118,2026-07-01,11,2,0,1,343.6731044999058,382.6426773762054,282.00370308553096,,,,False,0.6
54228,KHI-LHE,Economy,18,180,127,53,12405.7,14965.685953399905,2026-07-01,12,6,1,0,333.92451745800366,387.90047982145154,280.23224186407316,7485.0,8569.0,1.4477418601937215,True,0.7055555555555556
54229,KHI-ISB,Business,65,180,102,78,48115.09,42435.13461851475,2026-07-01,13,4,0,1,327.5488419107122,381.4943858548429,285.61574960580276,7432.0,29077.333333333332,1.654728425348496,True,0.5666666666666667
54230,KHI-ISB,Business,27,180,84,96,38897.82,42435.13461851475,2026-07-01,14,1,0,0,339.48275549979456,387.1069432390776,282.8117185565779,7432.0,29077.333333333332,1.3377368396918563,True,0.4666666666666667
54231,KHI-LHE,Business,49,180,79,101,57727.98,42157.36867324561,2026-07-01,15,2,0,0,340.48708620007466,386.9255223235829,282.2697401351561,7485.0,8569.0,6.736839771268526,True,0.4388888888888889
54232,KHI-DXB,Economy,76,180,87,93,51804.03,44837.94581975072,2026-07-01,16,1,0,0,330.68000625599484,376.974532256677,279.9063313829474,,,,False,0.48333333333333334
54233,KHI-ISB,Economy,12,180,35,145,17424.27,14814.069359582543,2026-07-01,17,0,0,0,337.6144531207151,382.11856386164067,269.16470857235873,7432.0,29077.333333333332,0.5992389260821718,True,0.19444444444444445
54234,KHI-LHE,Economy,38,180,141,39,10948.0,14965.685953399905,2026-07-01,18,5,1,0,331.00176442577225,390.10353617731084,268.3056889414696,7485.0,8569.0,1.2776286614540786,True,0.7833333333333333
54235,LHE-ISB,Business,44,180,64,116,46634.63,42494.91089800444,2026-07-01,19,4,0,1,332.59375225628025,380.13983263291647,271.1136292730217,,,,False,0.35555555555555557
54236,KHI-ISB,Economy,40,180,101,79,18493.48,14814.069359582543,2026-07-01,20,0,0,0,327.08841671884977,375.3044163507053,273.3108365356933,7432.0,29077.333333333332,0.6360101797505503,True,0.5611111111111111
54237,KHI-PEW,Economy,10,180,160,20,8139.34,14966.173412276461,2026-07-01,21,5,1,0,340.3299774992045,383.4944448921592,280.19866615703614,,,,False,0.8888888888888888
54238,KHI-LHE,Business,82,180,90,90,43748.29,42157.36867324561,2026-07-01,22,0,0,0,344.99653408499324,374.56225262383634,279.1307833046751,7485.0,8569.0,5.105413700548489,True,0.5
54239,KHI-DXB,Economy,25,180,51,129,49861.75,44837.94581975072,2026-07-01,23,6,1,0,340.16786168902104,390.9407600709782,268.2623042359833,,,,False,0.2833333333333333
