route,origin,destination,days_to_departure,flight_class,price_pkr,total_seats,booked_seats,remaining_seats
KHI-PEW,Karachi,Peshawar,63,Economy,15508.14,180,125,55
LHE-ISB,Lahore,Islamabad,9,Economy,16171.9,180,101,79
KHI-PEW,Karachi,Peshawar,54,Economy,17541.99,180,39,141
LHE-ISB,Lahore,Islamabad,30,Economy,17897.51,180,109,71
KHI-PEW,Karachi,Peshawar,30,Economy,17602.76,180,95,85
KHI-LHE,Karachi,Lahore,11,Economy,17666.55,180,105,75
KHI-DXB,Karachi,Dubai,7,Economy,51983.14,180,64,116
KHI-DXB,Karachi,Dubai,30,Economy,50861.61,180,26,154
LHE-ISB,Lahore,Islamabad,86,Economy,19681.1,180,42,138
LHE-ISB,Lahore,Islamabad,18,Economy,8536.33,180,99,81
KHI-ISB,Karachi,Islamabad,5,Economy,8314.84,180,155,25
LHE-ISB,Lahore,Islamabad,41,Economy,8847.93,180,132,48
KHI-LHE,Karachi,Lahore,38,Economy,8607.58,180,87,93
KHI-DXB,Karachi,Dubai,56,Economy,36880.76,180,113,67
KHI-ISB,Karachi,Islamabad,36,Economy,8261.74,180,136,44
KHI-LHE,Karachi,Lahore,20,Economy,8408.8,180,161,19
KHI-LHE,Karachi,Lahore,22,Economy,8633.97,180,144,36
KHI-ISB,Karachi,Islamabad,29,Economy,8345.27,180,91,89
KHI-PEW,Karachi,Peshawar,71,Economy,8080.64,180,132,48
KHI-DXB,Karachi,Dubai,22,Economy,34981.61,180,106,74
KHI-ISB,Karachi,Islamabad,4,Economy,8409.02,180,99,81
KHI-DXB,Karachi,Dubai,6,Economy,35259.64,180,157,23
KHI-PEW,Karachi,Peshawar,12,Economy,8320.93,180,151,29
KHI-ISB,Karachi,Islamabad,18,Economy,8648.0,180,126,54
KHI-DXB,Karachi,Dubai,21,Economy,35173.38,180,165,15
LHE-ISB,Lahore,Islamabad,39,Economy,8122.3,180,98,82
KHI-LHE,Karachi,Lahore,34,Economy,8549.14,180,143,37
KHI-PEW,Karachi,Peshawar,47,Economy,8130.99,180,175,5
LHE-ISB,Lahore,Islamabad,49,Economy,8413.53,180,147,33
KHI-PEW,Karachi,Peshawar,17,Economy,8519.36,180,133,47
KHI-ISB,Karachi,Islamabad,28,Economy,9393.17,180,96,84
KHI-ISB,Karachi,Islamabad,37,Economy,8972.69,180,89,91
LHE-ISB,Lahore,Islamabad,36,Economy,8802.29,180,127,53
KHI-DXB,Karachi,Dubai,43,Economy,36921.84,180,148,32
KHI-PEW,Karachi,Peshawar,17,Economy,9314.57,180,118,62
KHI-ISB,Karachi,Islamabad,38,Economy,9451.62,180,118,62
LHE-ISB,Lahore,Islamabad,39,Economy,9236.37,180,151,29
LHE-ISB,Lahore,Islamabad,38,Economy,9627.29,180,92,88
KHI-PEW,Karachi,Peshawar,66,Economy,10490.55,180,97,83
KHI-ISB,Karachi,Islamabad,10,Economy,10416.75,180,128,52
KHI-DXB,Karachi,Dubai,51,Economy,39138.54,180,91,89
KHI-LHE,Karachi,Lahore,27,Economy,10005.07,180,77,103
KHI-ISB,Karachi,Islamabad,23,Economy,10566.82,180,83,97
KHI-LHE,Karachi,Lahore,28,Economy,9762.39,180,148,32
KHI-LHE,Karachi,Lahore,14,Economy,10524.04,180,151,29
KHI-ISB,Karachi,Islamabad,37,Economy,10387.82,180,114,66
KHI-PEW,Karachi,Peshawar,7,Economy,9927.18,180,149,31
LHE-ISB,Lahore,Islamabad,17,Economy,10070.05,180,145,35
KHI-ISB,Karachi,Islamabad,6,Economy,9788.7,180,79,101
KHI-PEW,Karachi,Peshawar,31,Economy,10395.95,180,80,100
KHI-ISB,Karachi,Islamabad,68,Economy,10021.13,180,112,68
KHI-ISB,Karachi,Islamabad,54,Economy,10561.5,180,128,52
KHI-LHE,Karachi,Lahore,9,Economy,10723.16,180,95,85
KHI-LHE,Karachi,Lahore,13,Economy,10679.14,180,137,43
KHI-ISB,Karachi,Islamabad,31,Economy,11104.27,180,158,22
LHE-ISB,Lahore,Islamabad,69,Economy,11452.43,180,75,105
KHI-DXB,Karachi,Dubai,14,Economy,38521.91,180,136,44
KHI-ISB,Karachi,Islamabad,8,Economy,11357.39,180,154,26
KHI-ISB,Karachi,Islamabad,26,Economy,11810.77,180,105,75
KHI-DXB,Karachi,Dubai,30,Economy,40117.22,180,106,74
KHI-ISB,Karachi,Islamabad,42,Economy,11939.92,180,97,83
KHI-PEW,Karachi,Peshawar,69,Economy,11559.09,180,129,51
KHI-PEW,Karachi,Peshawar,46,Economy,11287.58,180,106,74
LHE-ISB,Lahore,Islamabad,47,Economy,11768.02,180,91,89
KHI-LHE,Karachi,Lahore,57,Economy,11278.99,180,109,71
KHI-DXB,Karachi,Dubai,15,Economy,40112.69,180,79,101
KHI-ISB,Karachi,Islamabad,65,Economy,11955.64,180,104,76
KHI-LHE,Karachi,Lahore,50,Economy,12474.29,180,71,109
KHI-LHE,Karachi,Lahore,17,Economy,12154.6,180,99,81
KHI-ISB,Karachi,Islamabad,31,Economy,12576.67,180,68,112
KHI-LHE,Karachi,Lahore,39,Economy,12664.57,180,80,100
KHI-PEW,Karachi,Peshawar,23,Economy,12289.82,180,111,69
KHI-LHE,Karachi,Lahore,52,Economy,12800.15,180,80,100
LHE-ISB,Lahore,Islamabad,35,Economy,12535.77,180,95,85
KHI-PEW,Karachi,Peshawar,18,Economy,12854.32,180,145,35
KHI-LHE,Karachi,Lahore,30,Economy,13961.19,180,90,90
KHI-PEW,Karachi,Peshawar,27,Economy,13213.27,180,132,48
KHI-PEW,Karachi,Peshawar,47,Economy,12710.61,180,67,113
KHI-PEW,Karachi,Peshawar,60,Economy,12855.76,180,123,57
LHE-ISB,Lahore,Islamabad,44,Economy,14475.06,180,111,69
KHI-PEW,Karachi,Peshawar,40,Economy,14806.87,180,125,55
LHE-ISB,Lahore,Islamabad,29,Economy,15006.1,180,54,126
KHI-ISB,Karachi,Islamabad,20,Economy,14690.02,180,120,60
KHI-PEW,Karachi,Peshawar,21,Economy,14982.14,180,51,129
KHI-DXB,Karachi,Dubai,39,Economy,43281.27,180,69,111
KHI-LHE,Karachi,Lahore,36,Economy,13504.47,180,61,119
KHI-LHE,Karachi,Lahore,29,Economy,14606.41,180,101,79
KHI-DXB,Karachi,Dubai,19,Economy,42506.01,180,51,129
KHI-PEW,Karachi,Peshawar,27,Economy,14384.94,180,93,87
KHI-PEW,Karachi,Peshawar,30,Economy,15079.65,180,64,116
LHE-ISB,Lahore,Islamabad,16,Economy,15069.12,180,92,88
KHI-PEW,Karachi,Peshawar,15,Economy,15119.84,180,81,99
KHI-PEW,Karachi,Peshawar,27,Economy,14432.91,180,116,64
KHI-LHE,Karachi,Lahore,32,Economy,15274.5,180,86,94
KHI-DXB,Karachi,Dubai,4,Economy,43826.72,180,109,71
KHI-ISB,Karachi,Islamabad,66,Economy,15345.07,180,124,56
KHI-LHE,Karachi,Lahore,23,Economy,14921.79,180,105,75
KHI-DXB,Karachi,Dubai,54,Economy,46128.84,180,131,49
KHI-LHE,Karachi,Lahore,4,Economy,14847.94,180,90,90
KHI-ISB,Karachi,Islamabad,12,Economy,15420.34,180,83,97
KHI-DXB,Karachi,Dubai,49,Economy,43327.64,180,121,59
KHI-PEW,Karachi,Peshawar,41,Economy,15427.05,180,89,91
LHE-ISB,Lahore,Islamabad,25,Economy,15232.88,180,98,82
LHE-ISB,Lahore,Islamabad,59,Economy,15203.1,180,59,121
LHE-ISB,Lahore,Islamabad,68,Economy,15206.6,180,60,120
KHI-LHE,Karachi,Lahore,65,Economy,14635.71,180,67,113
KHI-LHE,Karachi,Lahore,59,Economy,15278.84,180,59,121
KHI-ISB,Karachi,Islamabad,16,Economy,15080.99,180,102,78
KHI-PEW,Karachi,Peshawar,6,Economy,15107.97,180,111,69
LHE-ISB,Lahore,Islamabad,29,Economy,15207.12,180,75,105
LHE-ISB,Lahore,Islamabad,67,Economy,15127.38,180,81,99
KHI-ISB,Karachi,Islamabad,23,Economy,15501.44,180,64,116
KHI-LHE,Karachi,Lahore,27,Economy,15489.07,180,87,93
LHE-ISB,Lahore,Islamabad,41,Economy,15451.56,180,52,128
LHE-ISB,Lahore,Islamabad,8,Economy,15259.8,180,100,80
KHI-ISB,Karachi,Islamabad,59,Economy,14852.21,180,79,101
KHI-ISB,Karachi,Islamabad,52,Economy,14875.58,180,64,116
KHI-ISB,Karachi,Islamabad,3,Economy,14361.17,180,77,103
KHI-PEW,Karachi,Peshawar,38,Economy,14260.59,180,104,76
LHE-ISB,Lahore,Islamabad,37,Economy,14460.84,180,126,54
KHI-PEW,Karachi,Peshawar,13,Economy,14518.65,180,89,91
LHE-ISB,Lahore,Islamabad,25,Economy,14221.43,180,94,86
KHI-DXB,Karachi,Dubai,21,Economy,46155.96,180,61,119
KHI-LHE,Karachi,Lahore,39,Economy,16079.66,180,104,76
KHI-DXB,Karachi,Dubai,5,Economy,45479.47,180,125,55
KHI-DXB,Karachi,Dubai,5,Economy,48240.77,180,93,87
LHE-ISB,Lahore,Islamabad,10,Economy,16533.23,180,115,65
KHI-ISB,Karachi,Islamabad,61,Economy,16871.31,180,61,119
KHI-DXB,Karachi,Dubai,6,Economy,46056.03,180,92,88
KHI-ISB,Karachi,Islamabad,43,Economy,16497.81,180,82,98
KHI-ISB,Karachi,Islamabad,54,Economy,15965.35,180,83,97
KHI-PEW,Karachi,Peshawar,4,Economy,16269.94,180,69,111
KHI-PEW,Karachi,Peshawar,54,Economy,16644.94,180,78,102
KHI-ISB,Karachi,Islamabad,11,Economy,15249.86,180,114,66
LHE-ISB,Lahore,Islamabad,10,Economy,15650.36,180,82,98
KHI-ISB,Karachi,Islamabad,68,Economy,15897.34,180,132,48
KHI-ISB,Karachi,Islamabad,5,Economy,15500.53,180,92,88
KHI-LHE,Karachi,Lahore,62,Economy,16121.75,180,115,65
KHI-PEW,Karachi,Peshawar,24,Economy,14906.78,180,58,122
KHI-DXB,Karachi,Dubai,53,Economy,47217.87,180,77,103
KHI-PEW,Karachi,Peshawar,42,Economy,16008.76,180,84,96
KHI-DXB,Karachi,Dubai,9,Economy,50205.21,180,31,149
KHI-DXB,Karachi,Dubai,31,Economy,50784.58,180,94,86
KHI-DXB,Karachi,Dubai,60,Economy,49631.94,180,30,150
KHI-DXB,Karachi,Dubai,27,Economy,52158.61,180,61,119
KHI-PEW,Karachi,Peshawar,5,Economy,19549.86,180,39,141
KHI-PEW,Karachi,Peshawar,5,Economy,18950.21,180,32,148
KHI-DXB,Karachi,Dubai,10,Economy,50524.17,180,64,116
LHE-ISB,Lahore,Islamabad,9,Economy,19821.71,180,87,93
KHI-DXB,Karachi,Dubai,75,Economy,50231.74,180,86,94
KHI-PEW,Karachi,Peshawar,1,Economy,20919.07,180,20,160
KHI-LHE,Karachi,Lahore,35,Economy,21211.27,180,96,84
KHI-DXB,Karachi,Dubai,68,Economy,55468.63,180,27,153
KHI-ISB,Karachi,Islamabad,20,Economy,21813.24,180,83,97
KHI-DXB,Karachi,Dubai,14,Economy,36445.76,180,155,25
KHI-ISB,Karachi,Islamabad,33,Economy,8411.72,180,126,54
KHI-PEW,Karachi,Peshawar,25,Economy,8227.33,180,145,35
KHI-LHE,Karachi,Lahore,25,Economy,8606.9,180,108,72
KHI-DXB,Karachi,Dubai,31,Economy,34704.8,180,153,27
KHI-DXB,Karachi,Dubai,84,Economy,36357.89,180,125,55
KHI-LHE,Karachi,Lahore,21,Economy,8062.47,180,126,54
KHI-LHE,Karachi,Lahore,40,Economy,8113.74,180,161,19
LHE-ISB,Lahore,Islamabad,10,Economy,8651.57,180,124,56
KHI-ISB,Karachi,Islamabad,34,Economy,8060.14,180,136,44
KHI-ISB,Karachi,Islamabad,14,Economy,8359.41,180,111,69
KHI-DXB,Karachi,Dubai,2,Economy,35245.45,180,171,9
KHI-PEW,Karachi,Peshawar,57,Economy,8432.22,180,111,69
KHI-DXB,Karachi,Dubai,44,Economy,34608.35,180,110,70
KHI-ISB,Karachi,Islamabad,24,Economy,8750.22,180,119,61
KHI-DXB,Karachi,Dubai,52,Economy,34261.63,180,90,90
KHI-LHE,Karachi,Lahore,18,Economy,8315.06,180,114,66
KHI-PEW,Karachi,Peshawar,21,Economy,8418.09,180,136,44
KHI-ISB,Karachi,Islamabad,36,Economy,8559.29,180,157,23
KHI-DXB,Karachi,Dubai,37,Economy,37764.17,180,89,91
LHE-ISB,Lahore,Islamabad,21,Economy,8888.85,180,85,95
KHI-LHE,Karachi,Lahore,20,Economy,8815.86,180,84,96
KHI-ISB,Karachi,Islamabad,40,Economy,9149.7,180,139,41
KHI-ISB,Karachi,Islamabad,16,Economy,9579.61,180,138,42
KHI-DXB,Karachi,Dubai,64,Economy,37302.18,180,159,21
KHI-LHE,Karachi,Lahore,81,Economy,9187.47,180,117,63
KHI-PEW,Karachi,Peshawar,28,Economy,9418.23,180,152,28
LHE-ISB,Lahore,Islamabad,19,Economy,9778.33,180,76,104
KHI-ISB,Karachi,Islamabad,11,Economy,9766.72,180,86,94
KHI-DXB,Karachi,Dubai,70,Economy,37730.2,180,147,33
KHI-PEW,Karachi,Peshawar,69,Economy,10562.21,180,100,80
KHI-PEW,Karachi,Peshawar,4,Economy,9990.44,180,141,39
KHI-PEW,Karachi,Peshawar,49,Economy,10159.81,180,105,75
KHI-LHE,Karachi,Lahore,56,Economy,10698.38,180,135,45
KHI-ISB,Karachi,Islamabad,74,Economy,10945.69,180,148,32
LHE-ISB,Lahore,Islamabad,13,Economy,11276.51,180,73,107
KHI-ISB,Karachi,Islamabad,61,Economy,11394.04,180,88,92
KHI-LHE,Karachi,Lahore,51,Economy,11132.03,180,106,74
LHE-ISB,Lahore,Islamabad,9,Economy,11389.08,180,137,43
KHI-PEW,Karachi,Peshawar,65,Economy,11600.31,180,126,54
KHI-LHE,Karachi,Lahore,78,Economy,11409.32,180,100,80
KHI-DXB,Karachi,Dubai,59,Economy,39786.59,180,92,88
KHI-DXB,Karachi,Dubai,10,Economy,38660.86,180,77,103
KHI-DXB,Karachi,Dubai,55,Economy,40172.46,180,67,113
KHI-DXB,Karachi,Dubai,40,Economy,41293.05,180,151,29
KHI-PEW,Karachi,Peshawar,14,Economy,11901.46,180,156,24
KHI-PEW,Karachi,Peshawar,70,Economy,11630.95,180,97,83
LHE-ISB,Lahore,Islamabad,6,Economy,11828.91,180,90,90
KHI-ISB,Karachi,Islamabad,21,Economy,11953.34,180,77,103
KHI-DXB,Karachi,Dubai,14,Economy,40353.08,180,101,79
KHI-DXB,Karachi,Dubai,7,Economy,42486.0,180,131,49
KHI-ISB,Karachi,Islamabad,26,Economy,11819.08,180,142,38
LHE-ISB,Lahore,Islamabad,49,Economy,13155.37,180,111,69
KHI-LHE,Karachi,Lahore,32,Economy,13978.49,180,83,97
LHE-ISB,Lahore,Islamabad,74,Economy,13628.47,180,144,36
KHI-ISB,Karachi,Islamabad,17,Economy,13881.37,180,101,79
KHI-DXB,Karachi,Dubai,71,Economy,42279.71,180,88,92
KHI-PEW,Karachi,Peshawar,37,Economy,13267.06,180,123,57
KHI-DXB,Karachi,Dubai,21,Economy,43387.97,180,106,74
KHI-LHE,Karachi,Lahore,61,Economy,13625.06,180,83,97
LHE-ISB,Lahore,Islamabad,56,Economy,15153.31,180,58,122
LHE-ISB,Lahore,Islamabad,54,Economy,14421.75,180,85,95
KHI-DXB,Karachi,Dubai,11,Economy,46178.58,180,92,88
KHI-ISB,Karachi,Islamabad,8,Economy,15126.33,180,52,128
LHE-ISB,Lahore,Islamabad,78,Economy,14538.31,180,93,87
KHI-PEW,Karachi,Peshawar,6,Economy,14143.03,180,114,66
KHI-ISB,Karachi,Islamabad,68,Economy,13878.47,180,124,56
KHI-PEW,Karachi,Peshawar,3,Economy,14462.51,180,118,62
KHI-LHE,Karachi,Lahore,17,Economy,14211.85,180,125,55
KHI-PEW,Karachi,Peshawar,41,Economy,15521.52,180,101,79
KHI-PEW,Karachi,Peshawar,37,Economy,14699.53,180,121,59
LHE-ISB,Lahore,Islamabad,3,Economy,15192.11,180,105,75
KHI-LHE,Karachi,Lahore,44,Economy,15298.76,180,125,55
KHI-PEW,Karachi,Peshawar,35,Economy,15263.25,180,52,128
KHI-LHE,Karachi,Lahore,6,Economy,14444.97,180,130,50
KHI-ISB,Karachi,Islamabad,68,Economy,14731.98,180,96,84
KHI-PEW,Karachi,Peshawar,12,Economy,14693.33,180,53,127
KHI-DXB,Karachi,Dubai,21,Economy,46596.32,180,135,45
KHI-LHE,Karachi,Lahore,9,Economy,14391.75,180,55,125
KHI-PEW,Karachi,Peshawar,30,Economy,15077.49,180,86,94
LHE-ISB,Lahore,Islamabad,24,Economy,14388.26,180,103,77
KHI-LHE,Karachi,Lahore,61,Economy,15546.22,180,116,64
KHI-LHE,Karachi,Lahore,36,Economy,14502.45,180,51,129
KHI-DXB,Karachi,Dubai,15,Economy,45336.11,180,93,87
KHI-LHE,Karachi,Lahore,37,Economy,15214.83,180,61,119
KHI-DXB,Karachi,Dubai,75,Economy,45183.42,180,93,87
KHI-DXB,Karachi,Dubai,32,Economy,44639.21,180,71,109
LHE-ISB,Lahore,Islamabad,9,Economy,15036.92,180,111,69
KHI-ISB,Karachi,Islamabad,57,Economy,14536.21,180,119,61
KHI-LHE,Karachi,Lahore,22,Economy,15225.11,180,129,51
LHE-ISB,Lahore,Islamabad,33,Economy,14471.76,180,67,113
KHI-ISB,Karachi,Islamabad,41,Economy,15100.96,180,119,61
LHE-ISB,Lahore,Islamabad,43,Economy,15071.71,180,99,81
KHI-LHE,Karachi,Lahore,31,Economy,15599.17,180,133,47
KHI-LHE,Karachi,Lahore,14,Economy,14570.1,180,110,70
KHI-PEW,Karachi,Peshawar,5,Economy,15228.34,180,87,93
KHI-DXB,Karachi,Dubai,26,Economy,45010.79,180,55,125
KHI-DXB,Karachi,Dubai,5,Economy,45541.29,180,88,92
KHI-ISB,Karachi,Islamabad,15,Economy,14700.45,180,118,62
KHI-PEW,Karachi,Peshawar,42,Economy,14527.13,180,55,125
LHE-ISB,Lahore,Islamabad,38,Economy,14371.92,180,125,55
KHI-ISB,Karachi,Islamabad,25,Economy,14189.02,180,75,105
KHI-LHE,Karachi,Lahore,3,Economy,15119.98,180,70,110
KHI-LHE,Karachi,Lahore,18,Economy,14856.72,180,89,91
KHI-ISB,Karachi,Islamabad,19,Economy,15205.48,180,76,104
KHI-DXB,Karachi,Dubai,11,Economy,47875.84,180,87,93
KHI-LHE,Karachi,Lahore,59,Economy,16283.49,180,41,139
KHI-LHE,Karachi,Lahore,79,Economy,16270.57,180,77,103
KHI-DXB,Karachi,Dubai,10,Economy,46415.26,180,121,59
KHI-DXB,Karachi,Dubai,39,Economy,48314.72,180,64,116
KHI-LHE,Karachi,Lahore,20,Economy,16635.62,180,90,90
KHI-PEW,Karachi,Peshawar,58,Economy,16430.58,180,125,55
KHI-DXB,Karachi,Dubai,25,Economy,45827.24,180,124,56
KHI-PEW,Karachi,Peshawar,0,Economy,16655.96,180,75,105
KHI-LHE,Karachi,Lahore,28,Economy,16595.37,180,60,120
KHI-ISB,Karachi,Islamabad,76,Economy,15548.74,180,52,128
KHI-DXB,Karachi,Dubai,23,Economy,44395.83,180,48,132
KHI-PEW,Karachi,Peshawar,19,Economy,15450.62,180,93,87
KHI-LHE,Karachi,Lahore,71,Economy,16127.1,180,105,75
KHI-LHE,Karachi,Lahore,21,Economy,16541.26,180,72,108
KHI-ISB,Karachi,Islamabad,7,Economy,16905.38,180,82,98
KHI-DXB,Karachi,Dubai,52,Economy,50051.53,180,94,86
KHI-LHE,Karachi,Lahore,36,Economy,17869.82,180,115,65
KHI-ISB,Karachi,Islamabad,21,Economy,17641.42,180,29,151
KHI-PEW,Karachi,Peshawar,51,Economy,17892.22,180,69,111
KHI-DXB,Karachi,Dubai,14,Economy,47562.12,180,98,82
KHI-DXB,Karachi,Dubai,1,Economy,48900.51,180,43,137
KHI-DXB,Karachi,Dubai,54,Economy,48400.38,180,83,97
KHI-LHE,Karachi,Lahore,17,Economy,19517.51,180,59,121
LHE-ISB,Lahore,Islamabad,77,Economy,19874.95,180,20,160
KHI-DXB,Karachi,Dubai,26,Economy,53408.55,180,104,76
KHI-PEW,Karachi,Peshawar,16,Economy,20253.84,180,36,144
KHI-ISB,Karachi,Islamabad,33,Economy,20383.11,180,42,138
KHI-LHE,Karachi,Lahore,26,Economy,20886.5,180,73,107
KHI-ISB,Karachi,Islamabad,35,Economy,20672.74,180,31,149
KHI-ISB,Karachi,Islamabad,39,Economy,21007.12,180,90,90
KHI-PEW,Karachi,Peshawar,41,Economy,20368.12,180,20,160
LHE-ISB,Lahore,Islamabad,82,Economy,8263.47,180,121,59
KHI-PEW,Karachi,Peshawar,63,Economy,8277.96,180,174,6
LHE-ISB,Lahore,Islamabad,10,Economy,8369.56,180,123,57
LHE-ISB,Lahore,Islamabad,23,Economy,8630.35,180,125,55
KHI-PEW,Karachi,Peshawar,13,Economy,8818.07,180,94,86
LHE-ISB,Lahore,Islamabad,50,Economy,8567.98,180,148,32
KHI-DXB,Karachi,Dubai,42,Economy,35392.18,180,101,79
KHI-LHE,Karachi,Lahore,6,Economy,8044.08,180,93,87
KHI-PEW,Karachi,Peshawar,57,Economy,8040.61,180,151,29
KHI-LHE,Karachi,Lahore,9,Economy,8134.4,180,163,17
LHE-ISB,Lahore,Islamabad,32,Economy,8685.6,180,101,79
KHI-DXB,Karachi,Dubai,7,Economy,35833.54,180,101,79
KHI-LHE,Karachi,Lahore,15,Economy,8469.12,180,127,53
KHI-ISB,Karachi,Islamabad,73,Economy,8607.98,180,130,50
LHE-ISB,Lahore,Islamabad,9,Economy,8742.06,180,107,73
LHE-ISB,Lahore,Islamabad,33,Economy,8170.05,180,175,5
KHI-ISB,Karachi,Islamabad,47,Economy,8209.72,180,139,41
KHI-LHE,Karachi,Lahore,19,Economy,8308.3,180,89,91
LHE-ISB,Lahore,Islamabad,68,Economy,8631.06,180,117,63
LHE-ISB,Lahore,Islamabad,41,Economy,8494.56,180,136,44
KHI-LHE,Karachi,Lahore,35,Economy,8380.36,180,142,38
KHI-PEW,Karachi,Peshawar,17,Economy,8779.32,180,159,21
KHI-DXB,Karachi,Dubai,75,Economy,36651.06,180,90,90
KHI-PEW,Karachi,Peshawar,12,Economy,9187.04,180,120,60
KHI-PEW,Karachi,Peshawar,33,Economy,9841.25,180,101,79
KHI-LHE,Karachi,Lahore,26,Economy,9191.91,180,118,62
KHI-LHE,Karachi,Lahore,13,Economy,9167.79,180,115,65
KHI-DXB,Karachi,Dubai,48,Economy,37126.59,180,153,27
KHI-PEW,Karachi,Peshawar,12,Economy,9794.0,180,98,82
KHI-LHE,Karachi,Lahore,28,Economy,9917.93,180,135,45
KHI-DXB,Karachi,Dubai,3,Economy,39331.89,180,97,83
KHI-PEW,Karachi,Peshawar,59,Economy,10399.24,180,137,43
KHI-ISB,Karachi,Islamabad,8,Economy,10558.2,180,138,42
KHI-DXB,Karachi,Dubai,82,Economy,38057.21,180,150,30
KHI-PEW,Karachi,Peshawar,52,Economy,11285.7,180,157,23
KHI-DXB,Karachi,Dubai,41,Economy,40690.8,180,136,44
KHI-LHE,Karachi,Lahore,23,Economy,11509.59,180,73,107
LHE-ISB,Lahore,Islamabad,9,Economy,11900.0,180,99,81
KHI-DXB,Karachi,Dubai,13,Economy,40295.65,180,96,84
LHE-ISB,Lahore,Islamabad,7,Economy,11947.79,180,149,31
KHI-ISB,Karachi,Islamabad,52,Economy,11952.04,180,125,55
KHI-DXB,Karachi,Dubai,46,Economy,40909.19,180,105,75
KHI-DXB,Karachi,Dubai,25,Economy,39203.99,180,84,96
LHE-ISB,Lahore,Islamabad,60,Economy,11891.39,180,117,63
KHI-DXB,Karachi,Dubai,24,Economy,41657.52,180,119,61
KHI-ISB,Karachi,Islamabad,2,Economy,11813.29,180,68,112
KHI-LHE,Karachi,Lahore,24,Economy,11440.54,180,126,54
KHI-PEW,Karachi,Peshawar,39,Economy,11699.61,180,70,110
LHE-ISB,Lahore,Islamabad,58,Economy,11671.92,180,131,49
KHI-PEW,Karachi,Peshawar,17,Economy,11144.81,180,132,48
KHI-LHE,Karachi,Lahore,1,Economy,11185.93,180,109,71
LHE-ISB,Lahore,Islamabad,70,Economy,11791.87,180,91,89
KHI-LHE,Karachi,Lahore,60,Economy,11940.8,180,151,29
KHI-LHE,Karachi,Lahore,6,Economy,12083.67,180,104,76
KHI-ISB,Karachi,Islamabad,47,Economy,12495.18,180,134,46
KHI-PEW,Karachi,Peshawar,17,Economy,11672.07,180,119,61
LHE-ISB,Lahore,Islamabad,16,Economy,11707.5,180,75,105
KHI-ISB,Karachi,Islamabad,55,Economy,12131.31,180,105,75
KHI-LHE,Karachi,Lahore,13,Economy,11812.88,180,103,77
KHI-ISB,Karachi,Islamabad,3,Economy,11770.2,180,66,114
KHI-ISB,Karachi,Islamabad,32,Economy,12933.4,180,62,118
KHI-PEW,Karachi,Peshawar,41,Economy,13205.86,180,123,57
KHI-LHE,Karachi,Lahore,14,Economy,13280.27,180,97,83
KHI-LHE,Karachi,Lahore,15,Economy,14650.02,180,65,115
KHI-LHE,Karachi,Lahore,20,Economy,13648.9,180,67,113
KHI-PEW,Karachi,Peshawar,21,Economy,14402.84,180,82,98
KHI-LHE,Karachi,Lahore,10,Economy,14673.93,180,98,82
LHE-ISB,Lahore,Islamabad,7,Economy,14157.61,180,63,117
LHE-ISB,Lahore,Islamabad,63,Economy,14814.77,180,126,54
KHI-DXB,Karachi,Dubai,75,Economy,45280.2,180,131,49
LHE-ISB,Lahore,Islamabad,38,Economy,15126.24,180,111,69
LHE-ISB,Lahore,Islamabad,24,Economy,14615.17,180,59,121
KHI-DXB,Karachi,Dubai,1,Economy,43337.66,180,134,46
KHI-ISB,Karachi,Islamabad,8,Economy,14646.27,180,131,49
KHI-ISB,Karachi,Islamabad,64,Economy,14160.47,180,133,47
KHI-DXB,Karachi,Dubai,13,Economy,43313.84,180,62,118
KHI-ISB,Karachi,Islamabad,31,Economy,14889.04,180,75,105
LHE-ISB,Lahore,Islamabad,62,Economy,14433.26,180,121,59
KHI-ISB,Karachi,Islamabad,32,Economy,14918.57,180,111,69
LHE-ISB,Lahore,Islamabad,44,Economy,14763.71,180,69,111
LHE-ISB,Lahore,Islamabad,23,Economy,14503.82,180,104,76
LHE-ISB,Lahore,Islamabad,70,Economy,14934.87,180,108,72
LHE-ISB,Lahore,Islamabad,54,Economy,15031.62,180,82,98
KHI-PEW,Karachi,Peshawar,9,Economy,14378.0,180,71,109
LHE-ISB,Lahore,Islamabad,80,Economy,14983.71,180,78,102
KHI-ISB,Karachi,Islamabad,24,Economy,14763.69,180,51,129
KHI-LHE,Karachi,Lahore,47,Economy,15119.06,180,106,74
KHI-ISB,Karachi,Islamabad,31,Economy,14659.82,180,45,135
KHI-PEW,Karachi,Peshawar,45,Economy,15500.87,180,108,72
KHI-PEW,Karachi,Peshawar,75,Economy,15569.12,180,126,54
KHI-LHE,Karachi,Lahore,34,Economy,15099.96,180,131,49
LHE-ISB,Lahore,Islamabad,8,Economy,14680.97,180,82,98
LHE-ISB,Lahore,Islamabad,12,Economy,15015.18,180,61,119
LHE-ISB,Lahore,Islamabad,7,Economy,14903.4,180,98,82
KHI-LHE,Karachi,Lahore,17,Economy,14885.38,180,86,94
KHI-ISB,Karachi,Islamabad,40,Economy,15260.2,180,109,71
KHI-PEW,Karachi,Peshawar,48,Economy,15509.91,180,68,112
KHI-ISB,Karachi,Islamabad,19,Economy,14799.82,180,99,81
KHI-ISB,Karachi,Islamabad,45,Economy,14951.01,180,72,108
KHI-DXB,Karachi,Dubai,19,Economy,43848.47,180,67,113
KHI-ISB,Karachi,Islamabad,60,Economy,15036.2,180,76,104
